i,r,reg_cap_cost_mult
lfill-gas,p42101,1.1787
lfill-gas,p13023,0.982
lfill-gas,p19071,0.9883
lfill-gas,p18137,0.9945
lfill-gas,p31075,0.9922
lfill-gas,p36031,1.0464
lfill-gas,p51145,1.022
lfill-gas,p37197,0.9895
lfill-gas,p21219,1.0003
lfill-gas,p30079,0.9986
lfill-gas,p48341,0.9859
lfill-gas,p13233,0.992
lfill-gas,p51009,0.9982
lfill-gas,p48045,0.9801
lfill-gas,p48373,0.949
lfill-gas,p48101,0.9756
lfill-gas,p20179,0.9876
lfill-gas,p40053,0.9778
lfill-gas,p04011,1.0252
lfill-gas,p48099,0.9626
lfill-gas,p40153,0.9762
lfill-gas,p30097,0.9899
lfill-gas,p05011,0.9805
lfill-gas,p51700,1.0437
lfill-gas,p24015,1.0887
lfill-gas,p17071,1.0303
lfill-gas,p53069,1.1104
lfill-gas,p54099,1.0043
lfill-gas,p13235,0.98
lfill-gas,p16017,1.0338
lfill-gas,p29045,1.035
lfill-gas,p47021,0.9992
lfill-gas,p17087,1.0244
lfill-gas,p34005,1.1744
lfill-gas,p51103,1.054
lfill-gas,p08077,0.9979
lfill-gas,p28069,0.9788
lfill-gas,p36123,1.0673
lfill-gas,p32033,1.0782
lfill-gas,p19159,1.0136
lfill-gas,p48345,0.9781
lfill-gas,p48009,0.9708
lfill-gas,p42051,1.0277
lfill-gas,p29137,1.0436
lfill-gas,p28039,0.9641
lfill-gas,p01121,0.9831
lfill-gas,p23013,1.0482
lfill-gas,p12125,0.9692
lfill-gas,p22045,0.976
lfill-gas,p04009,1.025
lfill-gas,p12107,0.9704
lfill-gas,p56021,0.9898
lfill-gas,p21175,0.995
lfill-gas,p40061,0.9823
lfill-gas,p51005,0.9883
lfill-gas,p54003,1.0294
lfill-gas,p29047,1.0384
lfill-gas,p36015,1.0794
lfill-gas,p49025,1.0509
lfill-gas,p42097,1.0921
lfill-gas,p40149,0.968
lfill-gas,p13277,0.97
lfill-gas,p16013,1.0136
lfill-gas,p17089,1.1462
lfill-gas,p40095,0.9717
lfill-gas,p33001,1.0483
lfill-gas,p13057,0.9966
lfill-gas,p36043,1.0724
lfill-gas,p05009,0.9986
lfill-gas,p19153,1.0091
lfill-gas,p50019,1.0469
lfill-gas,p27013,1.0488
lfill-gas,p28139,0.9905
lfill-gas,p21051,0.9937
lfill-gas,p48007,0.9523
lfill-gas,p13243,0.9733
lfill-gas,p51141,0.986
lfill-gas,p31105,0.9888
lfill-gas,p51105,0.9933
lfill-gas,p28057,0.9862
lfill-gas,p28041,0.9673
lfill-gas,p05103,0.9794
lfill-gas,p13315,0.9761
lfill-gas,p19151,1.0145
lfill-gas,p37051,0.9908
lfill-gas,p12109,0.971
lfill-gas,p34003,1.2622
lfill-gas,p06019,1.1613
lfill-gas,p24035,1.067
lfill-gas,p39029,1.0195
lfill-gas,p29077,1.0138
lfill-gas,p17061,1.0675
lfill-gas,p01125,0.9792
lfill-gas,p47175,0.9906
lfill-gas,p37059,0.99
lfill-gas,p46101,1.0198
lfill-gas,p09160,1.1284
lfill-gas,p19123,1.0152
lfill-gas,p48089,0.9452
lfill-gas,p55047,1.0619
lfill-gas,p21093,0.9999
lfill-gas,p28129,0.9736
lfill-gas,p48091,0.9588
lfill-gas,p46121,0.9975
lfill-gas,p56035,0.9943
lfill-gas,p21083,1.0078
lfill-gas,p48315,0.9729
lfill-gas,p18123,1.0052
lfill-gas,p24037,1.0397
lfill-gas,p47019,0.9919
lfill-gas,p22071,0.9878
lfill-gas,p37173,0.992
lfill-gas,p27163,1.0788
lfill-gas,p31057,0.9874
lfill-gas,p54101,1.0038
lfill-gas,p51800,1.0346
lfill-gas,p48093,0.9681
lfill-gas,p23015,1.0378
lfill-gas,p49023,1.0117
lfill-gas,p37143,1.0308
lfill-gas,p13279,0.9779
lfill-gas,p19155,0.9842
lfill-gas,p08093,0.9828
lfill-gas,p29217,1.0183
lfill-gas,p40151,0.9773
lfill-gas,p56013,0.9922
lfill-gas,p30095,0.9911
lfill-gas,p55025,1.0635
lfill-gas,p54021,1.0057
lfill-gas,p55049,1.0471
lfill-gas,p26059,1.0459
lfill-gas,p37193,0.99
lfill-gas,p27025,1.0744
lfill-gas,p29121,1.0345
lfill-gas,p21067,0.9927
lfill-gas,p17107,1.0537
lfill-gas,p26085,1.0356
lfill-gas,p19075,0.9871
lfill-gas,p22055,0.973
lfill-gas,p53071,1.055
lfill-gas,p31053,0.9853
lfill-gas,p48337,0.9706
lfill-gas,p48049,0.9688
lfill-gas,p46065,1.0051
lfill-gas,p23027,1.0525
lfill-gas,p42053,1.048
lfill-gas,p47007,0.9903
lfill-gas,p46099,1.0125
lfill-gas,p08079,0.9987
lfill-gas,p13241,0.9923
lfill-gas,p47173,0.9923
lfill-gas,p01123,0.984
lfill-gas,p49051,0.9926
lfill-gas,p28067,0.971
lfill-gas,p40059,0.9796
lfill-gas,p17191,1.0387
lfill-gas,p08115,0.9884
lfill-gas,p18107,1.0177
lfill-gas,p34039,1.236
lfill-gas,p42063,1.0425
lfill-gas,p55027,1.0695
lfill-gas,p55053,1.0506
lfill-gas,p46095,0.9983
lfill-gas,p22073,0.9778
lfill-gas,p40101,0.9819
lfill-gas,p19167,1.0059
lfill-gas,p29139,1.0596
lfill-gas,p18025,1.0032
lfill-gas,p22041,0.9746
lfill-gas,p37139,1.0338
lfill-gas,p13225,0.985
lfill-gas,p48297,0.9587
lfill-gas,p08095,0.988
lfill-gas,p24045,1.0796
lfill-gas,p42105,1.078
lfill-gas,p20141,0.9876
lfill-gas,p01115,0.9803
lfill-gas,p41005,1.1008
lfill-gas,p30101,0.9921
lfill-gas,p21097,0.9898
lfill-gas,p50023,1.0449
lfill-gas,p13285,0.9911
lfill-gas,p51101,1.034
lfill-gas,p17115,1.0526
lfill-gas,p10005,1.0968
lfill-gas,p45081,0.9853
lfill-gas,p19095,1.0092
lfill-gas,p39023,1.0042
lfill-gas,p54013,1.0063
lfill-gas,p35003,1.0188
lfill-gas,p38001,1.0086
lfill-gas,p06113,1.1797
lfill-gas,p48011,0.981
lfill-gas,p23011,1.0419
lfill-gas,p45091,0.9899
lfill-gas,p47005,0.9983
lfill-gas,p49013,0.9949
lfill-gas,p27035,1.0577
lfill-gas,p39031,1.0128
lfill-gas,p49055,1.018
lfill-gas,p26075,1.0472
lfill-gas,p27161,1.0529
lfill-gas,p32027,1.1279
lfill-gas,p42049,1.0414
lfill-gas,p48403,0.9606
lfill-gas,p56045,0.9907
lfill-gas,p48109,0.9968
lfill-gas,p47163,0.9926
lfill-gas,p40045,0.9772
lfill-gas,p28047,0.9624
lfill-gas,p26161,1.0595
lfill-gas,p06095,1.2016
lfill-gas,p19067,0.9996
lfill-gas,p21043,0.9989
lfill-gas,p51125,1.0083
lfill-gas,p28147,0.9756
lfill-gas,p40043,0.9712
lfill-gas,p46091,1.0223
lfill-gas,p48111,0.9891
lfill-gas,p16023,1.0066
lfill-gas,p37077,0.9989
lfill-gas,p18005,1.0026
lfill-gas,p12099,0.9713
lfill-gas,p36049,1.0663
lfill-gas,p56037,0.993
lfill-gas,p23009,1.0656
lfill-gas,p04012,1.0603
lfill-gas,p17085,1.0383
lfill-gas,p40041,0.9943
lfill-gas,p11001,1.019
lfill-gas,p06005,1.1741
lfill-gas,p48113,0.9712
lfill-gas,p28037,0.976
lfill-gas,p18099,1.077
lfill-gas,p13221,0.9911
lfill-gas,p13051,0.9744
lfill-gas,p55021,1.0619
lfill-gas,p24047,1.0866
lfill-gas,p22057,0.9854
lfill-gas,p21041,0.997
lfill-gas,p42107,1.1012
lfill-gas,p38003,1.0205
lfill-gas,p21179,0.999
lfill-gas,p29081,1.0227
lfill-gas,p37045,0.9897
lfill-gas,p32023,1.1219
lfill-gas,p54095,1.009
lfill-gas,p46089,1.0157
lfill-gas,p36111,1.1473
lfill-gas,p45039,0.9868
lfill-gas,p42077,1.1325
lfill-gas,p06077,1.1743
lfill-gas,p29061,1.0288
lfill-gas,p48307,0.9684
lfill-gas,p51013,1.015
lfill-gas,p05077,0.9882
lfill-gas,p48041,0.948
lfill-gas,p13311,0.9936
lfill-gas,p29041,1.0337
lfill-gas,p39027,0.992
lfill-gas,p21151,0.993
lfill-gas,p19117,1.0176
lfill-gas,p37061,0.9993
lfill-gas,p55059,1.132
lfill-gas,p53065,1.0381
lfill-gas,p13223,0.9967
lfill-gas,p08111,1.0003
lfill-gas,p47161,1.0001
lfill-gas,p19169,1.0043
lfill-gas,p29069,1.012
lfill-gas,p49011,0.9906
lfill-gas,p26065,1.0418
lfill-gas,p08073,0.9839
lfill-gas,p18125,1.0134
lfill-gas,p37075,0.992
lfill-gas,p24013,1.0308
lfill-gas,p13227,0.9946
lfill-gas,p16019,0.9992
lfill-gas,p17057,1.0431
lfill-gas,p47167,0.9989
lfill-gas,p13231,0.9945
lfill-gas,p01119,0.9773
lfill-gas,p29079,1.028
lfill-gas,p36013,1.0553
lfill-gas,p29163,1.0586
lfill-gas,p26163,1.0686
lfill-gas,p05093,1.0042
lfill-gas,p01025,0.9725
lfill-gas,p48103,0.9816
lfill-gas,p29043,1.0112
lfill-gas,p40099,0.9677
lfill-gas,p31099,0.988
lfill-gas,p39063,1.0357
lfill-gas,p21177,1.0018
lfill-gas,p35001,1.01
lfill-gas,p19119,1.011
lfill-gas,p37047,0.9869
lfill-gas,p13283,0.98
lfill-gas,p40049,0.9651
lfill-gas,p30099,0.9865
lfill-gas,p50017,1.0551
lfill-gas,p10001,1.1064
lfill-gas,p28003,0.9898
lfill-gas,p30001,1.0083
lfill-gas,p49017,1.0343
lfill-gas,p01029,0.9891
lfill-gas,p55005,1.0662
lfill-gas,p21095,0.9936
lfill-gas,p49053,1.0855
lfill-gas,p21159,1.0012
lfill-gas,p27077,1.0419
lfill-gas,p04025,1.0404
lfill-gas,p37141,0.997
lfill-gas,p54005,1.0073
lfill-gas,p32031,1.1413
lfill-gas,p27139,1.0746
lfill-gas,p40051,0.9631
lfill-gas,p19161,1.0039
lfill-gas,p24041,1.0516
lfill-gas,p17111,1.131
lfill-gas,p34025,1.2372
lfill-gas,p41001,1.0374
lfill-gas,p22043,0.9702
lfill-gas,p06079,1.1563
lfill-gas,p26087,1.0591
lfill-gas,p48391,0.9529
lfill-gas,p08113,1.0024
lfill-gas,p56017,0.993
lfill-gas,p18103,1.0391
lfill-gas,p45053,0.974
lfill-gas,p18149,1.0987
lfill-gas,p55057,1.0501
lfill-gas,p46123,1.0015
lfill-gas,p31055,0.9807
lfill-gas,p01021,0.9803
lfill-gas,p53067,1.1332
lfill-gas,p41003,1.1046
lfill-gas,p24043,1.0348
lfill-gas,p45073,0.9915
lfill-gas,p30007,0.9895
lfill-gas,p40047,0.9712
lfill-gas,p13059,0.9935
lfill-gas,p56019,0.9919
lfill-gas,p10003,1.1201
lfill-gas,p01117,0.9807
lfill-gas,p54097,1.0071
lfill-gas,p28071,0.9897
lfill-gas,p16021,1.0356
lfill-gas,p21069,0.9931
lfill-gas,p19165,0.9905
lfill-gas,p05013,0.9802
lfill-gas,p48107,0.9804
lfill-gas,p51147,1.0108
lfill-gas,p40127,0.9783
lfill-gas,p47023,0.9946
lfill-gas,p28055,0.9792
lfill-gas,p18101,1.0095
lfill-gas,p34007,1.1688
lfill-gas,p17113,1.062
lfill-gas,p32029,1.1634
lfill-gas,p54023,1.0244
lfill-gas,p51113,1.0228
lfill-gas,p30055,0.9983
lfill-gas,p21045,0.995
lfill-gas,p31109,0.9878
lfill-gas,p19069,0.9988
lfill-gas,p19163,1.0209
lfill-gas,p42103,1.1104
lfill-gas,p48105,0.9756
lfill-gas,p55023,1.0291
lfill-gas,p48311,0.9608
lfill-gas,p55055,1.0804
lfill-gas,p51011,1.003
lfill-gas,p08075,0.9881
lfill-gas,p36047,1.322
lfill-gas,p48043,0.9813
lfill-gas,p46093,0.9925
lfill-gas,p13015,0.9947
lfill-gas,p21165,0.9937
lfill-gas,p37199,0.9914
lfill-gas,p47165,0.9992
lfill-gas,p30067,0.991
lfill-gas,p29215,1.0271
lfill-gas,p49015,1.0066
lfill-gas,p37171,0.9889
lfill-gas,p05107,0.9861
lfill-gas,p13229,0.973
lfill-gas,p06023,1.1734
lfill-gas,p27001,1.0593
lfill-gas,p39061,0.9811
lfill-gas,p37191,1.0012
lfill-gas,p23021,1.0664
lfill-gas,p27007,1.044
lfill-gas,p30087,0.9947
lfill-gas,p19129,0.9834
lfill-gas,p16003,1.0275
lfill-gas,p22067,0.9793
lfill-gas,p19089,1.0106
lfill-gas,p18141,1.0936
lfill-gas,p09110,1.1128
lfill-gas,p37055,1.0331
lfill-gas,p45075,0.9765
lfill-gas,p48069,0.9861
lfill-gas,p47185,0.9921
lfill-gas,p34029,1.1878
lfill-gas,p39059,1.0106
lfill-gas,p37183,0.9987
lfill-gas,p40077,0.9804
lfill-gas,p26063,1.051
lfill-gas,p13271,0.9761
lfill-gas,p48303,0.9829
lfill-gas,p48071,0.9427
lfill-gas,p31085,0.9889
lfill-gas,p13259,0.9781
lfill-gas,p55037,1.058
lfill-gas,p18139,1.0014
lfill-gas,p29167,1.0184
lfill-gas,p18115,0.988
lfill-gas,p48375,0.9854
lfill-gas,p29133,1.0176
lfill-gas,p46109,1.028
lfill-gas,p37071,0.99
lfill-gas,p27027,1.0314
lfill-gas,p26103,1.057
lfill-gas,p08087,0.9847
lfill-gas,p04005,1.0492
lfill-gas,p28061,0.9729
lfill-gas,p29053,1.0353
lfill-gas,p05003,0.9802
lfill-gas,p40079,0.9834
lfill-gas,p21231,0.9946
lfill-gas,p33013,1.0416
lfill-gas,p13261,0.9773
lfill-gas,p40139,0.985
lfill-gas,p42061,1.0615
lfill-gas,p21085,1.0002
lfill-gas,p53013,1.0469
lfill-gas,p49045,1.005
lfill-gas,p30083,1.005
lfill-gas,p21059,1.0095
lfill-gas,p17097,1.1606
lfill-gas,p54001,1.0169
lfill-gas,p29221,1.0616
lfill-gas,p19137,0.9913
lfill-gas,p34033,1.1334
lfill-gas,p50025,1.0849
lfill-gas,p42089,1.0961
lfill-gas,p21171,0.9977
lfill-gas,p21089,0.9998
lfill-gas,p42083,1.0605
lfill-gas,p48003,0.9832
lfill-gas,p47013,0.9928
lfill-gas,p50027,1.064
lfill-gas,p09120,1.1908
lfill-gas,p40089,0.9803
lfill-gas,p51111,1.0139
lfill-gas,p17065,1.0379
lfill-gas,p08119,0.9824
lfill-gas,p13053,0.9824
lfill-gas,p55039,1.0637
lfill-gas,p22049,0.9741
lfill-gas,p21057,0.995
lfill-gas,p48377,0.9922
lfill-gas,p13055,0.9856
lfill-gas,p08085,1
lfill-gas,p17203,1.062
lfill-gas,p17099,1.0907
lfill-gas,p27011,1.0328
lfill-gas,p37185,1.0041
lfill-gas,p19141,1.0089
lfill-gas,p40133,0.9666
lfill-gas,p21213,0.999
lfill-gas,p49035,0.99
lfill-gas,p40141,0.9693
lfill-gas,p13257,0.992
lfill-gas,p53011,1.1008
lfill-gas,p54017,1.0092
lfill-gas,p29123,1.0476
lfill-gas,p37177,1.031
lfill-gas,p19083,0.9967
lfill-gas,p01133,0.9769
lfill-gas,p51135,1.0176
lfill-gas,p19139,1.0222
lfill-gas,p39051,1.0486
lfill-gas,p31101,0.9891
lfill-gas,p01023,0.9735
lfill-gas,p46003,1.0066
lfill-gas,p06091,1.1741
lfill-gas,p49037,1.0191
lfill-gas,p06087,1.2158
lfill-gas,p05099,0.9803
lfill-gas,p23025,1.0615
lfill-gas,p54107,1.007
lfill-gas,p33011,1.0458
lfill-gas,p37149,0.99
lfill-gas,p48057,0.9494
lfill-gas,p24027,1.0204
lfill-gas,p48073,0.9609
lfill-gas,p48343,0.9765
lfill-gas,p46107,1.0097
lfill-gas,p40075,0.9683
lfill-gas,p22053,0.9655
lfill-gas,p16005,0.9987
lfill-gas,p24025,1.0491
lfill-gas,p12103,0.97
lfill-gas,p31087,0.9884
lfill-gas,p05001,0.9832
lfill-gas,p47011,0.9895
lfill-gas,p13003,0.9709
lfill-gas,p40135,0.9856
lfill-gas,p13269,0.9854
lfill-gas,p21157,1.0064
lfill-gas,p30085,1.0029
lfill-gas,p30063,1.0101
lfill-gas,p47189,0.9984
lfill-gas,p20139,1.0161
lfill-gas,p05097,0.9832
lfill-gas,p19133,0.9899
lfill-gas,p40083,0.9634
lfill-gas,p20111,1.001
lfill-gas,p37057,0.99
lfill-gas,p37151,0.9902
lfill-gas,p08123,0.9864
lfill-gas,p51133,1.0519
lfill-gas,p48063,0.9753
lfill-gas,p08121,0.985
lfill-gas,p21063,0.999
lfill-gas,p29223,1.035
lfill-gas,p29183,1.0752
lfill-gas,p19131,1.0136
lfill-gas,p01011,0.9778
lfill-gas,p24023,1.0283
lfill-gas,p55033,1.0657
lfill-gas,p40085,0.9707
lfill-gas,p37179,0.99
lfill-gas,p42085,1.0326
lfill-gas,p46115,1.015
lfill-gas,p48001,0.9607
lfill-gas,p18027,1.0131
lfill-gas,p28133,0.9842
lfill-gas,p36035,1.0833
lfill-gas,p20173,0.9802
lfill-gas,p13267,0.977
lfill-gas,p48061,0.9602
lfill-gas,p30003,0.9936
lfill-gas,p33017,1.0474
lfill-gas,p36019,1.0433
lfill-gas,p08089,0.986
lfill-gas,p04003,1.0297
lfill-gas,p27089,1.0339
lfill-gas,p27009,1.0668
lfill-gas,p13321,0.9705
lfill-gas,p29055,1.0522
lfill-gas,p21169,0.9986
lfill-gas,p05083,0.9857
lfill-gas,p19087,1.0269
lfill-gas,p56015,0.989
lfill-gas,p38089,1.0121
lfill-gas,p28045,0.9719
lfill-gas,p33019,1.0616
lfill-gas,p18117,1.0047
lfill-gas,p21087,0.999
lfill-gas,p53077,1.1023
lfill-gas,p40081,0.9643
lfill-gas,p56033,0.9933
lfill-gas,p20177,1.0193
lfill-gas,p08125,0.9867
lfill-gas,p19135,1.0197
lfill-gas,p16001,1.011
lfill-gas,p42087,1.0624
lfill-gas,p28059,0.9616
lfill-gas,p40087,0.962
lfill-gas,p13263,0.988
lfill-gas,p34031,1.2318
lfill-gas,p19085,0.9847
lfill-gas,p22051,0.9878
lfill-gas,p42059,1.0168
lfill-gas,p55035,1.0565
lfill-gas,p20117,1.0038
lfill-gas,p48067,0.9772
lfill-gas,p36037,1.0793
lfill-gas,p17093,1.1393
lfill-gas,p47187,0.9983
lfill-gas,p49039,1.0041
lfill-gas,p26077,1.0328
lfill-gas,p13319,0.9857
lfill-gas,p04001,1.0253
lfill-gas,p06089,1.1684
lfill-gas,p06029,1.1434
lfill-gas,p49041,1.0161
lfill-gas,p17067,1.0368
lfill-gas,p48059,0.9721
lfill-gas,p45051,0.982
lfill-gas,p13265,0.9895
lfill-gas,p01009,0.9768
lfill-gas,p40137,0.9668
lfill-gas,p23023,1.0258
lfill-gas,p17095,1.0333
lfill-gas,p24021,1.0322
lfill-gas,p06107,1.1466
lfill-gas,p38093,1.0188
lfill-gas,p55031,1.0595
lfill-gas,p55001,1.0559
lfill-gas,p33015,1.0511
lfill-gas,p48399,0.9732
lfill-gas,p18119,1.0109
lfill-gas,p46111,1.0115
lfill-gas,p27081,1.027
lfill-gas,p51109,1.0227
lfill-gas,p28119,0.9886
lfill-gas,p37181,1.0014
lfill-gas,p27135,1.038
lfill-gas,p48065,0.9834
lfill-gas,p29073,1.0548
lfill-gas,p54109,1.0014
lfill-gas,p21061,0.9998
lfill-gas,p46117,1.002
lfill-gas,p36101,1.0789
lfill-gas,p55029,1.0585
lfill-gas,p21091,1.0063
lfill-gas,p17103,1.0726
lfill-gas,p53073,1.1212
lfill-gas,p37189,0.9907
lfill-gas,p16009,1.0328
lfill-gas,p13017,0.9744
lfill-gas,p22069,0.9678
lfill-gas,p45079,0.9834
lfill-gas,p05007,0.9978
lfill-gas,p08091,0.9986
lfill-gas,p21155,0.9977
lfill-gas,p19125,1.0134
lfill-gas,p21233,1.0142
lfill-gas,p30081,1.0149
lfill-gas,p33005,1.0746
lfill-gas,p49029,0.9907
lfill-gas,p51003,1.0171
lfill-gas,p42055,1.0528
lfill-gas,p29135,1.0353
lfill-gas,p29219,1.0666
lfill-gas,p21053,0.995
lfill-gas,p45047,0.987
lfill-gas,p01127,0.9781
lfill-gas,p23017,1.0457
lfill-gas,p18023,1.0195
lfill-gas,p48083,0.9707
lfill-gas,p48301,0.9867
lfill-gas,p40067,0.9694
lfill-gas,p54019,1.0034
lfill-gas,p51139,1.0231
lfill-gas,p48053,0.9613
lfill-gas,p30091,1.0062
lfill-gas,p09140,1.1395
lfill-gas,p04007,1.0212
lfill-gas,p47179,0.992
lfill-gas,p36041,1.0646
lfill-gas,p06093,1.15
lfill-gas,p22047,0.9802
lfill-gas,p13249,0.9813
lfill-gas,p48005,0.9559
lfill-gas,p36033,1.0476
lfill-gas,p29071,1.0636
lfill-gas,p13275,0.9624
lfill-gas,p05095,0.9848
lfill-gas,p08117,0.9841
lfill-gas,p30059,0.9851
lfill-gas,p55003,1.058
lfill-gas,p46119,1.0066
lfill-gas,p21173,0.9923
lfill-gas,p31107,0.9999
lfill-gas,p17063,1.1216
lfill-gas,p27173,1.0351
lfill-gas,p19147,1.0213
lfill-gas,p37175,0.991
lfill-gas,p55043,1.03
lfill-gas,p24033,1.0179
lfill-gas,p47177,0.9904
lfill-gas,p48051,0.9487
lfill-gas,p30005,0.9916
lfill-gas,p12121,0.9663
lfill-gas,p08081,0.9928
lfill-gas,p54103,1.014
lfill-gas,p17105,1.0842
lfill-gas,p13047,0.9873
lfill-gas,p48087,0.9754
lfill-gas,p18037,1.0079
lfill-gas,p48305,0.9818
lfill-gas,p13245,0.9841
lfill-gas,p34027,1.2218
lfill-gas,p30093,1.0032
lfill-gas,p39049,1.0116
lfill-gas,p13019,0.9693
lfill-gas,p18109,1.0042
lfill-gas,p06083,1.1506
lfill-gas,p40063,0.9708
lfill-gas,p51127,1.0322
lfill-gas,p33003,1.0452
lfill-gas,p27031,1.0551
lfill-gas,p18145,1.0018
lfill-gas,p24017,1.0199
lfill-gas,p37145,0.9957
lfill-gas,p51760,1.027
lfill-gas,p27093,1.0635
lfill-gas,p21167,0.995
lfill-gas,p55045,1.0603
lfill-gas,p19091,1.0153
lfill-gas,p46102,0.992
lfill-gas,p13247,0.999
lfill-gas,p37069,1.0021
lfill-gas,p40065,0.9709
lfill-gas,p26057,1.0295
lfill-gas,p28065,0.9734
lfill-gas,p39001,0.9931
lfill-gas,p34037,1.1863
lfill-gas,p48085,0.9727
lfill-gas,p38087,1.0054
lfill-gas,p42095,1.1468
lfill-gas,p19149,1.0004
lfill-gas,p40147,0.9865
lfill-gas,p28141,0.9871
lfill-gas,p49049,0.9934
lfill-gas,p42081,1.0818
lfill-gas,p19077,1.0035
lfill-gas,p47017,0.9985
lfill-gas,p40131,0.9863
lfill-gas,p40093,0.9726
lfill-gas,p09150,1.1093
lfill-gas,p06007,1.1794
lfill-gas,p49027,1.0341
lfill-gas,p16011,1.0009
lfill-gas,p37073,1.0319
lfill-gas,p40145,0.9831
lfill-gas,p29049,1.0337
lfill-gas,p04027,1.0581
lfill-gas,p37153,0.9898
lfill-gas,p17069,1.018
lfill-gas,p01131,0.9751
lfill-gas,p05005,1.0009
lfill-gas,p01027,0.9852
lfill-gas,p29051,1.0398
lfill-gas,p28063,0.9753
lfill-gas,p36017,1.0704
lfill-gas,p36039,1.1258
lfill-gas,p19143,1.0161
lfill-gas,p39025,0.9844
lfill-gas,p51137,1.0228
lfill-gas,p48393,0.9814
lfill-gas,p24029,1.0629
lfill-gas,p40143,0.9799
lfill-gas,p29057,1.0131
lfill-gas,p48077,0.9697
lfill-gas,p23019,1.0655
lfill-gas,p51107,1.0225
lfill-gas,p27165,1.0431
lfill-gas,p20155,0.9822
lfill-gas,p49033,0.9931
lfill-gas,p40071,0.9792
lfill-gas,p13273,0.973
lfill-gas,p46105,1.0018
lfill-gas,p33009,1.0555
lfill-gas,p30061,1.024
lfill-gas,p42091,1.1634
lfill-gas,p28043,0.9879
lfill-gas,p27091,1.0348
lfill-gas,p47183,1.0026
lfill-gas,p27167,1.0316
lfill-gas,p27005,1.0432
lfill-gas,p47009,0.992
lfill-gas,p48313,0.9498
lfill-gas,p28001,0.9754
lfill-gas,p29131,1.0324
lfill-gas,p53075,1.0371
lfill-gas,p48075,0.9751
lfill-gas,p29075,1.0203
lfill-gas,p36109,1.0654
lfill-gas,p29169,1.0332
lfill-gas,p30089,1.0257
lfill-gas,p18113,1.0513
lfill-gas,p50021,1.0593
lfill-gas,p51131,1.0694
lfill-gas,p19127,0.9968
lfill-gas,p40073,0.9641
lfill-gas,p28151,0.9828
lfill-gas,p42057,1.0424
lfill-gas,p19081,1.016
lfill-gas,p13255,0.997
lfill-gas,p27029,1.0429
lfill-gas,p54015,1.0066
lfill-gas,p48055,0.9542
lfill-gas,p21065,0.993
lfill-gas,p13253,0.9638
lfill-gas,p16007,0.996
lfill-gas,p30065,0.9909
lfill-gas,p13251,0.9775
lfill-gas,p47015,0.994
lfill-gas,p06109,1.1691
lfill-gas,p22065,0.9751
lfill-gas,p49047,0.9967
lfill-gas,p34001,1.1459
lfill-gas,p18121,1.0204
lfill-gas,p27079,1.0652
lfill-gas,p20161,1.0015
lfill-gas,p08083,1.0104
lfill-gas,p12101,0.97
lfill-gas,p37147,1.0065
lfill-gas,p40069,0.9708
lfill-gas,p24031,1.0208
lfill-gas,p05081,0.9806
lfill-gas,p19079,1.0056
lfill-gas,p01129,0.9698
lfill-gas,p48081,0.9752
lfill-gas,p42093,1.0893
lfill-gas,p18111,1.1059
lfill-gas,p06105,1.1739
lfill-gas,p13045,0.9949
lfill-gas,p27003,1.077
lfill-gas,p18143,1.001
lfill-gas,p20105,0.9889
lfill-gas,p46103,0.9911
lfill-gas,p40091,0.9773
lfill-gas,p51001,1.0738
lfill-gas,p55041,1.0583
lfill-gas,p17193,1.0287
lfill-gas,p20109,0.987
lfill-gas,p09130,1.1241
lfill-gas,p05101,0.993
lfill-gas,p17101,1.0248
lfill-gas,p17091,1.1301
lfill-gas,p24019,1.0595
lfill-gas,p47181,0.9889
lfill-gas,p06085,1.2074
lfill-gas,p33007,1.0547
lfill-gas,p21055,1.0153
lfill-gas,p37187,1.028
lfill-gas,p48401,0.9642
lfill-gas,p18035,1.0129
lfill-gas,p13317,0.9894
lfill-gas,p20135,0.9858
lfill-gas,p34035,1.2188
lfill-gas,p19145,0.9946
lfill-gas,p48079,0.9898
lfill-gas,p37053,1.0468
lfill-gas,p54105,1.007
lfill-gas,p49031,1.0279
lfill-gas,p39057,0.9971
lfill-gas,p18003,1.0388
lfill-gas,p27015,1.0497
lfill-gas,p56011,0.9923
lfill-gas,p19065,0.995
lfill-gas,p48143,0.9681
lfill-gas,p25011,1.1029
lfill-gas,p29127,1.0441
lfill-gas,p17075,1.0873
lfill-gas,p36057,1.0891
lfill-gas,p19053,1.0187
lfill-gas,p48029,0.9601
lfill-gas,p31103,1.0005
lfill-gas,p22033,0.9801
lfill-gas,p21075,1.01
lfill-gas,p12015,0.9702
lfill-gas,p21185,1
lfill-gas,p42119,1.069
lfill-gas,p37081,0.9905
lfill-gas,p54009,1.0147
lfill-gas,p08063,0.986
lfill-gas,p21229,0.9977
lfill-gas,p55015,1.0606
lfill-gas,p13193,0.982
lfill-gas,p26107,1.0229
lfill-gas,p48019,0.9644
lfill-gas,p17129,1.0537
lfill-gas,p01099,0.9728
lfill-gas,p48499,0.973
lfill-gas,p04021,1.0181
lfill-gas,p21105,1.0095
lfill-gas,p16039,1.0147
lfill-gas,p55075,1.0588
lfill-gas,p51735,1.063
lfill-gas,p08003,0.9915
lfill-gas,p54087,1.0077
lfill-gas,p46075,1.0002
lfill-gas,p30111,0.9923
lfill-gas,p50005,1.0508
