biopower,20
coal-IGCC,20
coal-new,20
CoalOldScr,20
CoalOldUns,20
Gas-CC,20
Gas-CT,20
Nuclear,20
Nuclear-SMR,20
Nuclear-SMR-TES_1,20
Nuclear-SMR-TES_2,20
Nuclear-SMR-TES_3,20
Nuclear-SMR-TES_4,20
o-g-s,20
